url,title,authors,summary,cited_by,pdf_url,pdf_path
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.70.1895,Teleporting an unknown quantum state via dual classical and Einstein-Podolsky-Rosen channels,"CH Bennett, G Brassard, C Crépeau, R Jozsa, A Peres… - Physical review  …, 1993 - APS","Abstract An unknown quantum state‖ φ> can be disassembled into, then later reconstructed from, purely classical information and purely nonclassical Einstein-Podolsky-Rosen (EPR) correlations. To do so the sender,''Alice,''and the receiver,''Bob,''must  ...",10368,http://link.aps.org/pdf/10.1103/PhysRevLett.70.1895,pdfs\1.pdf
,[CITATION][C] On the einstein-podolsky-rosen paradox,"JS Bell - Physics, 1964 - World Scientific",,9430,http://cds.cern.ch/record/111654/files/vol1p195-200_001.pdf,pdfs\2.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.67.661,Quantum cryptography based on Bell's theorem,"AK Ekert - Physical review letters, 1991 - APS",Abstract Practical application of the generalized Bell's theorem in the so-called key distribution process in cryptography is reported. The proposed scheme is based on the Bohm's version of the Einstein-Podolsky-Rosen gedanken experiment and Bell's theorem  ...,7045,,
https://books.google.com/books?hl=en&lr=&id=0mVEBJ34v9EC&oi=fnd&pg=PP2&ots=fvOFkVqLGX&sig=6R4fQ6XJuxyhvLvVOIa50R634Cw,"[BOOK][B] The emperor's new mind: Concerning computers, minds, and the laws of physics",R Penrose - 1999 - books.google.com,"For decades, proponents of artificial intelligence have argued that computers will soon be doing everything that a human mind can do. Admittedly, computers now play chess at the grandmaster level, but do they understand the game as we do? Can a computer  ...",5581,http://www.cs.bham.ac.uk/research/projects/cogaff/penrose-review-lms.pdf,pdfs\4.pdf
https://books.google.com/books?hl=en&lr=&id=3gA6E1zdTw0C&oi=fnd&pg=PR9&ots=_xg0tnekJw&sig=IMB1FM_i3fD6ZyZLfpakrrNIaDE,[BOOK][B] Wholeness and the implicate order,D Bohm - 2002 - books.google.com,"David Bohm was one of the foremost scientific thinkers and philosophers of our time. Although deeply influenced by Einstein, he was also, more unusually for a scientist, inspired by mysticism. Indeed, in the 1970s and 1980s he made contact with both J. Krishnamurti  ...",5088,http://ir.nmu.org.ua/bitstream/handle/123456789/145184/dad20c469519bcb675b3df3fb207554e.pdf?sequence=1,pdfs\5.pdf
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.74.145,Quantum cryptography,"N Gisin, G Ribordy, W Tittel, H Zbinden - Reviews of modern physics, 2002 - APS","Abstract Quantum cryptography could well be the first application of quantum mechanics at the single-quantum level. The rapid progress in both theory and experiment in recent years is reviewed, with emphasis on open questions and technological issues.",5022,http://arxiv.org/pdf/quant-ph/0101098,pdfs\6.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.23.880,Proposed experiment to test local hidden-variable theories,"JF Clauser, MA Horne, A Shimony, RA Holt - Physical review letters, 1969 - APS","Abstract A theorem of Bell, proving that certain predictions of quantum mechanics are inconsistent with the entire family of local hidden-variable theories, is generalized so as to apply to realizable experiments. A proposed extension of the experiment of Kocher and  ...",4737,,
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.62.251,Reaction-rate theory: fifty years after Kramers,"P Hänggi, P Talkner, M Borkovec - Reviews of Modern Physics, 1990 - APS","Abstract The calculation of rate coefficients is a discipline of nonlinear science of importance to much of physics, chemistry, engineering, and biology. Fifty years after Kramers' seminal paper on thermally activated barrier crossing, the authors report, extend, and interpret  ...",4444,ftp://orthodox-hub.ru/books/_%D4%E8%E7%E8%EA%E0_%CC%E0%F2%E5%EC%E0%F2%E8%EA%E0/RevModPhys/RevModPhys%201984-2008/root/data/RevModPhys%201984-2008/pdf/RMP/v062/RMP_v062_p0251.pdf,pdfs\8.pdf
http://www.nature.com/nature/journal/v390/n6660/abs/390575a0.html,Experimental quantum teleportation,"D Bouwmeester, JW Pan, K Mattle, M Eibl, H Weinfurter… - Nature, 1997 - nature.com","Abstract Quantum teleportation—the transmission and reconstruction over arbitrary distances of the state of a quantum system—is demonstrated experimentally. During teleportation, an initial photon which carries the polarization that is to be transferred and  ...",4168,http://www.nature.com/nature/journal/v390/n6660/full/390575a0.html,pdfs\9.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.69.2881,Communication via one-and two-particle operators on Einstein-Podolsky-Rosen states,"CH Bennett, SJ Wiesner - Physical review letters, 1992 - APS","Abstract As is well known, operations on one particle of an Einstein-Podolsky-Rosen (EPR) pair cannot influence the marginal statistics of measurements on the other particle. We characterize the set of states accessible from an initial EPR state by one-particle  ...",4123,http://hexagon.physics.wisc.edu/teaching/2014f%20ph805%20quantum%20information/papers/bennett%20wiesner%20superdense%20coding%20prl%201992.pdf,pdfs\10.pdf
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.54.3824,Mixed-state entanglement and quantum error correction,"CH Bennett, DP DiVincenzo, JA Smolin, WK Wootters - Physical Review A, 1996 - APS","Abstract Entanglement purification protocols (EPPs) and quantum error-correcting codes (QECCs) provide two ways of protecting quantum states from interaction with the environment. In an EPP, perfectly entangled pure states are extracted, with some yield D,  ...",4070,http://arxiv.org/pdf/quant-ph/9604024,pdfs\11.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.49.1804,Experimental test of Bell's inequalities using time-varying analyzers,"A Aspect, J Dalibard, G Roger - Physical review letters, 1982 - APS",Abstract Correlations of linear polarizations of pairs of photons have been measured with time-varying analyzers. The analyzer in each leg of the apparatus is an acousto-optical switch followed by two linear polarizers. The switches operate at incommensurate  ...,3697,http://link.aps.org/pdf/10.1103/PhysRevLett.49.1804,pdfs\12.pdf
http://www.nature.com/nature/journal/v299/n5886/abs/299802a0.html,A single quantum cannot be cloned,"WK Wootters, WH Zurek - Nature, 1982 - nature.com","Abstract If a photon of definite polarization encounters an excited atom, there is typically some nonvanishing probability that the atom will emit a second photon by stimulated emission. Such a photon is guaranteed to have the same polarization as the original  ...",3639,,
http://iopscience.iop.org/1126-6708/2001/01/010,HERWIG 6: an event generator for hadron emission reactions with interfering gluons (including supersymmetric processes),"G Corcella, IG Knowles, G Marchesini… - Journal of High  …, 2001 - iopscience.iop.org","AbsTRaCT: HERWIG is a general-purpose Monte Carlo event generator, which includes the simulation of hard lepton-lepton, lepton-hadron and hadron-hadron scattering and soft hadron-hadron collisions in one package. It uses the parton-shower approach for initial- ...",3527,http://arxiv.org/pdf/hep-ph/0011363,pdfs\14.pdf
http://www.ams.org/notices/199602/faris.pdf,[BOOK][B] Shadows of the Mind,R Penrose - 1994 - ams.org,"There was a time when cultured Eng-lishmen would embark on a Grand Tour of Europe, visiting important cities and inspecting monuments and vistas. The book of Penrose is a Grand Tour of Science. The ports of call include the Gödel Incompleteness Theorem,  ...",3176,"http://coleccion.260mb.org/Consciousness%20Books%20Collection/Penrose,%20Roger%20-%20Shadows%20of%20the%20Mind%20(excerpts).pdf",pdfs\15.pdf
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.81.865,Quantum entanglement,"R Horodecki, P Horodecki, M Horodecki… - Reviews of Modern  …, 2009 - APS","Abstract All our former experience with application of quantum theory seems to say that what is predicted by quantum formalism must occur in the laboratory. But the essence of quantum formalism—entanglement, recognized by Einstein, Podolsky, Rosen, and Schrödinger— ...",3080,http://arxiv.org/pdf/quant-ph/0702225.pdf%3Forigin%3Dpublication_detail,pdfs\16.pdf
http://www.sciencedirect.com/science/article/pii/S0375960196007062,Separability of mixed states: necessary and sufficient conditions,"M Horodecki, P Horodecki, R Horodecki - Physics Letters A, 1996 - Elsevier","We provide necessary and sufficient conditions for the separability of mixed states. As a result we obtain a simple criterion of the separability for 2× 2 and 2× 3 systems. Here, the positivity of the partial transposition of a state is necessary and sufficient for its separability ...",3031,http://arxiv.org/pdf/quant-ph/9605038,pdfs\17.pdf
https://books.google.com/books?hl=en&lr=&id=o0Bofi3_ZI0C&oi=fnd&pg=PR3&ots=piv0ZH5SW0&sig=5EEuibwuHRXJpTJPHhHW46eIwQo,[BOOK][B] Density matrix theory and applications,K Blum - 2012 - books.google.com,"Written in a clear pedagogic style, this book deals with the application of density matrix theory to atomic and molecular physics. The aim is to precisely characterize sates by a vector and to construct general formulas and proofs of general theorems. The basic  ...",2662,http://cds.cern.ch/record/1433745/files/978-3-642-20561-3_BookBackMatter.pdf,pdfs\18.pdf
http://www.sciencemag.org/content/282/5389/706.short,Unconditional quantum teleportation,"A Furusawa, JL Sørensen, SL Braunstein, CA Fuchs… - Science, 1998 - sciencemag.org","Abstract Quantum teleportation of optical coherent states was demonstrated experimentally using squeezed-state entanglement. The quantum nature of the achieved teleportation was verified by the experimentally determined fidelity F exp= 0.58±0.02, which describes the  ...",2609,http://www-users.cs.york.ac.uk/~schmuel/papers/Aetal98.pdf,pdfs\19.pdf
https://books.google.com/books?hl=en&lr=&id=MiP9qhruN68C&oi=fnd&pg=PA1&ots=Sp1RnEB3AN&sig=NeV3qDouZFUDamVJXm3lWn0vZsA,[BOOK][B] Quantum optics,"DF Walls, GJ Milburn - 2007 - books.google.com",Quantum Optics gives a comprehensive coverage of developments in quantum optics over the past years. In the early chapters the formalism of quantum optics is elucidated and the main techniques are introduced. These are applied in the later chapters to problems such  ...,2545,http://cds.cern.ch/record/1105914/files/978-3-540-28574-8_BookBackMatter.pdf,pdfs\20.pdf
http://arxiv.org/abs/quant-ph/0306072,Decoherence and the transition from quantum to classical--REVISITED,"WH Zurek - arXiv preprint quant-ph/0306072, 2003 - arxiv.org","Abstract: The environment surrounding a quantum system can, in effect, monitor some of the systems observables. As a result, the eigenstates of these observables continuously decohere and can behave like classical states.",2507,http://arxiv.org/pdf/Quant-Ph/0306072,pdfs\21.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.49.91,Experimental realization of Einstein-Podolsky-Rosen-Bohm Gedankenexperiment: a new violation of Bell's inequalities,"A Aspect, P Grangier, G Roger - Physical review letters, 1982 - APS","Abstract The linear-polarization correlation of pairs of photons emitted in a radiative cascade of calcium has been measured. The new experimental scheme, using two-channel polarizers (ie, optical analogs of Stern-Gerlach filters), is a straightforward transposition of  ...",2440,http://link.aps.org/pdf/10.1103/PhysRevLett.49.91,pdfs\22.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.68.3121,Quantum cryptography using any two nonorthogonal states,"CH Bennett - Physical Review Letters, 1992 - APS","Abstract Quantum techniques for key distribution—the classically impossible task of distributing secret information over an insecure channel whose transmissions are subject to inspection by an eavesdropper, between parties who share no secret initially—have been  ...",2429,http://www.research.ibm.com/people/b/bennetc/qc2nos.pdf,pdfs\23.pdf
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.75.715,"Decoherence, einselection, and the quantum origins of the classical","WH Zurek - Reviews of Modern Physics, 2003 - APS","Abstract The manner in which states of some quantum systems become effectively classical is of great significance for the foundations of quantum physics, as well as for problems of practical interest such as quantum engineering. In the past two decades it has become  ...",2424,http://arxiv.org/pdf/quantph/0105127,pdfs\24.pdf
https://books.google.com/books?hl=en&lr=&id=KqwEPRwj164C&oi=fnd&pg=PR9&ots=Y1WfWjAQTV&sig=lUlylbTWwtep2sXEFSBQbIDxVGg,[BOOK][B] Particle physics and inflationary cosmology,CC Linder - 1990 - books.google.com,"A monograph on inflationary cosmology and cosmological phase transitions, investigating modern cosmology's relationship to elementary particle physics. This work also includes a non-technical discussion of inflationary cosmology for those unfamiliar with the theory.",2423,http://www.lbreda.com/listing/fisica/Cosmologia/Linde%20A.%20Particle%20physics%20and%20inflationary%20cosmology.pdf,pdfs\25.pdf
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.62.062314,Three qubits can be entangled in two inequivalent ways,"W Dür, G Vidal, JI Cirac - Physical Review A, 2000 - APS","Abstract Invertible local transformations of a multipartite system are used to define equivalence classes in the set of entangled states. This classification concerns the entanglement properties of a single copy of the state. Accordingly, we say that two states  ...",2398,http://arxiv.org/pdf/quant-ph/0005115,pdfs\26.pdf
https://books.google.com/books?hl=en&lr=&id=0zTwCAAAQBAJ&oi=fnd&pg=PR5&ots=ioIfFMVsV1&sig=ZaKvOcLnC2g16-UAkeB7GYGwsqs,[BOOK][B] Treatise on Basic Philosophy: Ethics: The Good and The Right,M Bunge - 2012 - books.google.com,"The purpose of this Introduction is to sketch our approach to the study of value, morality and action, and to show the place we assign it in the system of human knowledge. 1. VALUE, MORALITY AND ACTION: FACT, THEORY, AND METATHEORY We take it that all  ...",2262,,
http://www.europhysicsnews.org/articles/epn/pdf/2000/04/epn2000-31-4.pdf,[BOOK][B] The physics of quantum information,"D Bouwmeester, A Ekert, A Zeilinger - 2000 - europhysicsnews.org","The purpose of this book is to make Raman spectroscopy understandable to the non-specialist and thus to bring it into the mainstream of routine materials characterization. Included are chapters on instrumentation, bulk semiconductors and alloys,  ...",2121,http://www.researchgate.net/profile/Artur_Ekert/publication/256531423_The_physics_of_quantum_information/links/53edd4c90cf26b9b7dc6291f.pdf,pdfs\28.pdf
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.73.565,Manipulating quantum entanglement with atoms and photons in a cavity,"JM Raimond, M Brune, S Haroche - Reviews of Modern Physics, 2001 - APS","Abstract After they have interacted, quantum particles generally behave as a single nonseparable entangled system. The concept of entanglement plays an essential role in quantum physics. We have performed entanglement experiments with Rydberg atoms and  ...",2085,http://www.mpipks-dresden.mpg.de/~yast/Articles/MyArt/RMP00565.pdf,pdfs\29.pdf
https://books.google.com/books?hl=en&lr=&id=H41WUfTU2CMC&oi=fnd&pg=PT7&ots=MHV51vxMHS&sig=e7RAD3TpT3v8-4YSh7LUdY1dt8s,[BOOK][B] Meeting the universe halfway: Quantum physics and the entanglement of matter and meaning,K Barad - 2007 - books.google.com,"Meeting the Universe Halfway is an ambitious book with far-reaching implications for numerous fields in the natural sciences, social sciences, and humanities. In this volume, Karen Barad, theoretical physicist and feminist theorist, elaborates her theory of agential  ...",2057,https://www.dukeupress.edu/Meeting-the-Universe-Halfway?viewby=subject&categoryid=27&sort=newest,pdfs\30.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.47.460,Experimental tests of realistic local theories via Bell's theorem,"A Aspect, P Grangier, G Roger - Physical review letters, 1981 - APS","Abstract We have measured the linear polarization correlation of the photons emitted in a radiative atomic cascade of calcium. A high-efficiency source provided an improved statistical accuracy and an ability to perform new tests. Our results, in excellent agreement  ...",2027,http://link.aps.org/pdf/10.1103/PhysRevLett.47.460,pdfs\31.pdf
http://journals.aps.org/pr/abstract/10.1103/PhysRev.48.696,Can quantum-mechanical description of physical reality be considered complete?,"N Bohr - Physical review, 1935 - APS","Abstract It is shown that a certain"" criterion of physical reality"" formulated in a recent article with the above title by A. Einstein, B. Podolsky and N. Rosen contains an essential ambiguity when it is applied to quantum phenomena. In this connection a viewpoint termed""  ...",1850,http://link.aps.org/pdf/10.1103/PhysRev.48.696,pdfs\32.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.68.557,Quantum cryptography without Bell's theorem,"CH Bennett, G Brassard, ND Mermin - Physical Review Letters, 1992 - APS","Abstract Ekert has described a cryptographic scheme in which Einstein-Podolsky-Rosen (EPR) pairs of particles are used to generate identical random numbers in remote places, while Bell's theorem certifies that the particles have not been measured in transit by an  ...",1660,http://www.research.ibm.com/people/b/bennetc/BBM92.pdf,pdfs\33.pdf
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.77.513,Quantum information with continuous variables,"SL Braunstein, P Van Loock - Reviews of Modern Physics, 2005 - APS",Abstract Quantum information is a rapidly advancing area of interdisciplinary research. It may lead to real-world applications for communication and computation unavailable without the exploitation of quantum properties such as nonorthogonality or entanglement. This  ...,1586,http://arxiv.org/pdf/quant-ph/0410100,pdfs\34.pdf
http://iopscience.iop.org/0034-4885/41/12/002,Bell's theorem. Experimental tests and implications,"JF Clauser, A Shimony - Reports on Progress in Physics, 1978 - iopscience.iop.org",Abstract Bell's theorem represents a significant advance in understanding the conceptual foundations of quantum mechanics. The theorem shows that essentially all local theories of natural phenomena that are formulated within the framework of realism may be tested  ...,1561,,
http://link.springer.com/chapter/10.1007/978-94-017-0849-4_10,Going beyond Bell's theorem,"DM Greenberger, MA Horne, A Zeilinger - Bell's theorem, quantum theory  …, 1989 - Springer","Abstract Bell's Theorem proved that one cannot in general reproduce the results of quantum theory with a classical, deterministic local model. However, Einstein originally considered the case where one could define an “element of reality”, namely for the much simpler case  ...",1550,http://arxiv.org/pdf/0712.0921,pdfs\36.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.90.227902,Entanglement in quantum critical phenomena,"G Vidal, JI Latorre, E Rico, A Kitaev - Physical Review Letters, 2003 - APS","Abstract Entanglement, one of the most intriguing features of quantum theory and a main resource in quantum information science, is expected to play a crucial role also in the study of quantum phase transitions, where it is responsible for the appearance of long-range  ...",1495,http://arxiv.org/pdf/quant-ph/0211074,pdfs\37.pdf
http://journals.aps.org/prd/abstract/10.1103/PhysRevD.24.1516,Pointer basis of quantum apparatus: Into what mixture does the wave packet collapse?,"WH Zurek - Physical Review D, 1981 - APS","Abstract The form of the interaction Hamiltonian between the apparatus and its environment is sufficient to determine which observable of the measured quantum system can be considered"" recorded"" by the apparatus. The basis that contains this record—the pointer  ...",1488,http://148.216.10.84/archivoshistoricosMQ/ModernaHist/Zurek%20b.pdf,pdfs\38.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.80.869,Teleportation of continuous quantum variables,"SL Braunstein, HJ Kimble - Physical Review Letters, 1998 - APS","Abstract Quantum teleportation is analyzed for states of dynamical variables with continuous spectra, in contrast to previous work with discrete (spin) variables. The entanglement fidelity of the scheme is computed, including the roles of finite quantum correlation and nonideal  ...",1476,http://authors.library.caltech.edu/3827/1/BRAprl98.pdf,pdfs\39.pdf
"ftp://vpa.users.odessa.comstar.net.ua/public/Sci_Library/Phys%20Library/PT_Thermodynamics,%20statistical%20physics/Nelson%20E.%20Dynamical%20theories%20of%20Brownian%20motion%20(2ed,%20Princeton,%202001)(120s).pdf",[BOOK][B] Dynamical theories of Brownian motion,"E Nelson, E Nelson, E Nelson, E Nelson - 1967 - vpa.users.odessa.comstar.net.ua","On July 2, 2001, I received an email from Jun Suzuki, a recent graduate in theoretical physics from the University of Tokyo. It contained a request to reprint “Dynamical Theories of Brownian Motion”, which was first published by Princeton University Press in 1967 and  ...",1461,"ftp://vpa.users.odessa.comstar.net.ua/public/Sci_Library/Phys%20Library/PT_Thermodynamics,%20statistical%20physics/Nelson%20E.%20Dynamical%20theories%20of%20Brownian%20motion%20(2ed,%20Princeton,%202001)(120s).pdf",pdfs\40.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.84.2722,Inseparability criterion for continuous variable systems,"LM Duan, G Giedke, JI Cirac, P Zoller - Physical Review Letters, 2000 - APS",Abstract An inseparability criterion based on the total variance of a pair of Einstein-Podolsky-Rosen type operators is proposed for continuous variable systems. The criterion provides a sufficient condition for entanglement of any two-party continuous variable states.  ...,1449,http://arxiv.org/pdf/quant-ph/9908056,pdfs\41.pdf
https://books.google.com/books?hl=en&lr=&id=yoKT7kbfpUAC&oi=fnd&pg=PT5&ots=A0x0pKjewg&sig=3AdDOHLXyOkZogTwr71uT45BQPE,[BOOK][B] The dancing Wu Li masters: An overview of the new physics,G Zukav - 2012 - books.google.com,"This is an account of the essential aspects of the new physics for those with little or no knowledge of mathematics or science. It describes current theories of quantum mechanics, Einstein's special and general theories of relativity and other speculations, alluding  ...",1429,http://www.milwaukiehigh.org/science/Linman's%20Physics/gary_zukav_-_the_dancing_wu_li_masters.pdf,pdfs\42.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.81.5039,Violation of Bell's inequality under strict Einstein locality conditions,"G Weihs, T Jennewein, C Simon, H Weinfurter… - Physical Review Letters, 1998 - APS",Abstract We observe strong violation of Bell's inequality in an Einstein-Podolsky-Rosen-type experiment with independent observers. Our experiment definitely implements the ideas behind the well-known work by Aspect et al. We for the first time fully enforce the condition  ...,1412,http://arxiv.org/pdf/quant-ph/9810080)%C3%A2%E2%82%AC%E2%84%A2,pdfs\43.pdf
http://journals.aps.org/prd/abstract/10.1103/PhysRevD.26.1862,Environment-induced superselection rules,"WH Zurek - Physical Review D, 1982 - APS","Abstract We show how the correlations of a quantum system with other quantum systems may cause one of its observables to behave in a classical manner. In particular,"" reduction of the wave packet,"" postulated by von Neumann to explain definiteness of an outcome of an  ...",1360,http://newton.kias.re.kr/~brane/wc2013/project/zurek1982.pdf,pdfs\44.pdf
https://books.google.com/books?hl=en&lr=&id=sHJRFHz1rYsC&oi=fnd&pg=PR11&ots=RpDXNgkd-0&sig=7JCwyq78b_hIJ3UhP5zf6_P2Kb8,[BOOK][B] Quantum mechanics: a modern development,LE Ballentine - 1998 - books.google.com,""" the book is of greatest benefit to students of quantum mechanics who want to learn more than solely computational recipes and predictive tools of the theory, and, in this sense, the book really fills a gap in the literature"". Mathematical Reviews, 1999",1299,,
http://iopscience.iop.org/0034-4885/61/2/002,Quantum computing,"A Steane - Reports on Progress in Physics, 1998 - iopscience.iop.org","Abstract The subject of quantum computing brings together ideas from classical information theory, computer science, and quantum physics. This review aims to summarize not just quantum computing, but the whole subject of quantum information theory. Information can  ...",1172,http://arxiv.org/pdf/quant-ph/9708022,pdfs\46.pdf
http://www.sciencemag.org/content/272/5265/1131.short,A “Schrödinger cat” superposition state of an atom,"C Monroe, DM Meekhof, BE King, DJ Wineland - Science, 1996 - sciencemag.org",Abstract A “Schrödinger cat''-like state of matter was generated at the single atom level. A trapped 9 Be+ ion was laser-cooled to the zero-point energy and then prepared in a superposition of spatially separated coherent harmonic oscillator states. This state was  ...,1165,http://tf.nist.gov/general/pdf/1112.pdf,pdfs\47.pdf
http://dl.acm.org/citation.cfm?id=2385835,[BOOK][B] Probabilistic reasoning in expert systems: theory and algorithms,RE Neapolitan - 2012 - dl.acm.org,"Abstract This text is a reprint of the seminal 1989 book Probabilistic Reasoning in Expert systems: Theory and Algorithms, which helped serve to create the field we now call Bayesian networks. It introduces the properties of Bayesian networks (called causal  ...",1143,,
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.85.2392,Efficient scheme for two-atom entanglement and quantum information processing in cavity QED,"SB Zheng, GC Guo - Physical Review Letters, 2000 - APS",Abstract A scheme is proposed for the generation of two-atom maximally entangled states and realization of quantum logic gates and teleportation with cavity QED. The scheme does not require the transfer of quantum information between the atoms and cavity. In the  ...,1135,,
http://www.sciencemag.org/content/283/5410/2050.short,Unconditional security of quantum key distribution over arbitrarily long distances,"HK Lo, HF Chau - science, 1999 - sciencemag.org","Abstract Quantum key distribution is widely thought to offer unconditional security in communication between two users. Unfortunately, a widely accepted proof of its security in the presence of source, device, and channel noises has been missing. This long-standing  ...",1049,http://arxiv.org/pdf/quant-ph/9803006,pdfs\50.pdf
